WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
1/8/2020,Target,Seattle,Middle Mile,26,130,3235.81
1/8/2020,Target,Chicago,Middle Mile,49,147,1767.03
1/8/2020,Target,Sacramento,Middle Mile,39,195,1491.98
1/8/2020,Costco,Miami,First Mile,20,120,4060.79
1/9/2020,Chipotle,New York,Final Mile,36,216,2852.14
1/9/2020,Chipotle,Atlanta,Final Mile,17,136,2324.31
1/9/2020,Chipotle,Tampa Bay,Final Mile,21,105,1160.18
1/9/2020,Chipotle,Houston,Final Mile,33,165,2484.61
1/9/2020,Home Goods,Chicago,Middle Mile,18,90,1179.61
1/9/2020,Home Goods,Sacramento,Middle Mile,35,210,888.98
1/9/2020,Home Depot,Houston,Final Mile,49,245,11300.61
1/9/2020,T.J. Maxx,Milwaukee,Middle Mile,47,188,744.73
1/9/2020,T.J. Maxx,Chicago,Middle Mile,33,99,894.39
1/9/2020,T.J. Maxx,Seattle,Middle Mile,18,90,912.64
1/9/2020,Home Depot,Seattle,Final Mile,14,70,2424.33
1/9/2020,Home Depot,San Francisco,Final Mile,28,140,10111.59
1/9/2020,Lowes,Milwaukee,Final Mile,8,40,1201.04
1/9/2020,Home Goods,San Francisco,Middle Mile,34,204,1439.76
1/9/2020,Lowes,Detroit,Final Mile,12,60,491.06
1/9/2020,Shein,Milwaukee,Middle Mile,36,180,4154.14
1/9/2020,Lowes,Sacramento,Final Mile,23,115,4729.94
1/9/2020,Shein,Houston,Middle Mile,13,65,725.74
1/9/2020,Shein,Tampa Bay,Middle Mile,35,140,3216.99
1/9/2020,Shein,Los Angeles,Middle Mile,10,40,260.2
1/9/2020,Shein,Sacramento,Middle Mile,16,96,959.1
1/9/2020,Shein,Dallas,Middle Mile,36,180,3766.04
1/9/2020,Starbucks,San Francisco,Middle Mile,36,216,1536.64
1/9/2020,Starbucks,Birmingham,Middle Mile,36,180,1744.07
1/9/2020,Starbucks,Detroit,Middle Mile,13,65,1053.67
1/9/2020,Starbucks,Dallas,Middle Mile,19,114,1725.37
1/9/2020,Starbucks,Tampa Bay,Middle Mile,16,80,346.5
1/9/2020,Starbucks,Sacramento,Middle Mile,15,60,515.74
1/9/2020,Starbucks,Los Angeles,Middle Mile,39,195,2993.41
1/9/2020,Home Depot,Dallas,Final Mile,39,195,3912.05
1/9/2020,Lowes,Chicago,Final Mile,26,104,5407.73
1/9/2020,Home Depot,Nashville,Final Mile,49,245,6673.36
1/9/2020,Shein,New York,Middle Mile,17,85,1685.09
1/9/2020,Costco,Dallas,First Mile,14,70,1505.01
1/9/2020,Amazon,Atlanta,Final Mile,41,205,4616
1/9/2020,Amazon,San Francisco,Final Mile,27,162,811.85
1/9/2020,Amazon,Los Angeles,Final Mile,31,155,2662.81
1/9/2020,Amazon,San Diego,Final Mile,41,246,1651.41
1/9/2020,Amazon,Houston,Final Mile,21,84,452.72
1/9/2020,Amazon,Birmingham,Final Mile,19,76,1140.89
1/9/2020,Amazon,Nashville,Final Mile,15,75,1518.77
1/9/2020,Amazon,Minneapolis,Final Mile,28,140,2880.15
1/9/2020,Amazon,Dallas,Final Mile,40,200,4514.89
1/9/2020,Amazon,Tampa Bay,Final Mile,37,111,1237.68
1/9/2020,Home Depot,Birmingham,Final Mile,14,70,5246.74
1/9/2020,Amazon,Sacramento,Final Mile,12,60,1353.61
1/9/2020,Walmart,New York,Middle Mile,36,144,634.08
1/9/2020,Walmart,Milwaukee,Middle Mile,20,100,1557.03
1/9/2020,Walmart,Chicago,Middle Mile,48,240,5654.51
1/9/2020,Amazon,Chicago,Final Mile,38,190,2084.09
1/9/2020,Target,Detroit,Middle Mile,35,175,913.95
1/9/2020,Costco,Minneapolis,First Mile,18,90,3554.4
1/9/2020,Costco,San Diego,First Mile,23,115,2550.72
1/9/2020,Costco,New York,First Mile,18,108,1604.4
1/9/2020,Costco,Sacramento,First Mile,11,44,703.73
1/9/2020,Target,Atlanta,Middle Mile,36,180,1523.48
1/9/2020,Costco,San Francisco,First Mile,12,48,1707.53
1/9/2020,Costco,Miami,First Mile,20,100,3383.99
1/9/2020,Costco,Milwaukee,First Mile,9,45,499.58
1/9/2020,Target,Dallas,Middle Mile,38,190,1458.74
1/9/2020,Target,Los Angeles,Middle Mile,22,110,1609.76
1/9/2020,Target,Seattle,Middle Mile,26,130,3235.81
1/9/2020,Target,Chicago,Middle Mile,49,245,2945.05
1/9/2020,Target,Sacramento,Middle Mile,39,195,1491.98
1/9/2020,Target,Nashville,Middle Mile,40,160,1977.16
1/9/2020,Costco,Atlanta,First Mile,22,110,3905.92
1/10/2020,Chipotle,Houston,Final Mile,33,165,2484.61
1/10/2020,Chipotle,Seattle,Final Mile,44,132,640.21
1/10/2020,Chick-Fil-A,Detroit,Final Mile,33,198,1502.04
1/10/2020,Chick-Fil-A,Los Angeles,Final Mile,19,95,1423.83
1/10/2020,Home Goods,Houston,Middle Mile,23,92,1326.52
1/10/2020,Home Goods,Los Angeles,Middle Mile,30,150,1519.02
1/10/2020,Home Depot,Los Angeles,Final Mile,47,188,12251.06
1/10/2020,Home Goods,Sacramento,Middle Mile,35,210,888.98
1/10/2020,T.J. Maxx,Los Angeles,Middle Mile,43,215,1051.18
1/10/2020,Home Depot,Seattle,Final Mile,14,70,2424.33
1/10/2020,Home Depot,San Francisco,Final Mile,28,140,10111.59
1/10/2020,Home Depot,Miami,Final Mile,18,90,3741
1/10/2020,Chipotle,Miami,Final Mile,12,60,1007.96
1/10/2020,Home Goods,Chicago,Middle Mile,18,90,1179.61
1/10/2020,Chipotle,Milwaukee,Final Mile,22,110,1552.02
1/10/2020,Shein,Milwaukee,Middle Mile,36,180,4154.14
1/10/2020,Lowes,Sacramento,Final Mile,23,115,4729.94
1/10/2020,Shein,Houston,Middle Mile,13,65,725.74
1/10/2020,Shein,Tampa Bay,Middle Mile,35,175,4021.24
1/10/2020,Shein,New York,Middle Mile,17,102,2022.11
1/10/2020,Shein,Detroit,Middle Mile,27,135,1074.85
1/10/2020,Shein,Dallas,Middle Mile,36,180,3766.04
1/10/2020,Starbucks,Houston,Middle Mile,34,170,1775.52
1/10/2020,Starbucks,Nashville,Middle Mile,36,180,2763.09
1/10/2020,Starbucks,Atlanta,Middle Mile,13,65,969.91
1/10/2020,Starbucks,Dallas,Middle Mile,19,95,1437.81
1/10/2020,Starbucks,Miami,Middle Mile,36,180,782.46
1/10/2020,Starbucks,Minneapolis,Middle Mile,18,126,1892.93
1/10/2020,Starbucks,Los Angeles,Middle Mile,39,195,2993.41
1/10/2020,Home Depot,Sacramento,Final Mile,34,170,7691.26
1/10/2020,Lowes,Detroit,Final Mile,12,60,491.06
1/10/2020,Home Depot,San Diego,Final Mile,40,160,2194.52
1/10/2020,Costco,Seattle,First Mile,13,65,1401.04
1/10/2020,Costco,Nashville,First Mile,14,70,2193.13
1/10/2020,Amazon,Chicago,Final Mile,38,190,2084.09
1/10/2020,Home Depot,Tampa Bay,Final Mile,23,115,8391.1
1/10/2020,Amazon,San Francisco,Final Mile,27,135,676.54
1/10/2020,Amazon,Los Angeles,Final Mile,31,186,3195.37
1/10/2020,Amazon,San Diego,Final Mile,41,164,1100.94
1/10/2020,Amazon,Houston,Final Mile,21,105,565.9
1/10/2020,Amazon,New York,Final Mile,16,80,1860.2
1/10/2020,Amazon,Birmingham,Final Mile,19,95,1426.11
1/10/2020,Amazon,Nashville,Final Mile,15,75,1518.77
1/10/2020,Amazon,Minneapolis,Final Mile,28,140,2880.15
1/10/2020,Amazon,Dallas,Final Mile,40,200,4514.89
1/10/2020,Amazon,Tampa Bay,Final Mile,37,185,2062.8
1/10/2020,Amazon,Sacramento,Final Mile,12,60,1353.61
1/10/2020,Walmart,Milwaukee,Middle Mile,20,100,1557.03
1/10/2020,Walmart,Chicago,Middle Mile,48,240,5654.51
1/10/2020,Amazon,Atlanta,Final Mile,41,164,3692.8
1/10/2020,Target,Milwaukee,Middle Mile,43,215,1510.57
1/10/2020,Target,Atlanta,Middle Mile,36,180,1523.48
1/10/2020,Costco,Minneapolis,First Mile,18,72,2843.52
1/10/2020,Costco,San Diego,First Mile,23,92,2040.58
1/10/2020,Costco,Birmingham,First Mile,7,35,546.57
1/10/2020,Costco,Chicago,First Mile,8,40,1517.46
1/10/2020,Costco,New York,First Mile,18,90,1337
1/10/2020,Costco,Detroit,First Mile,7,35,730.94
1/10/2020,Costco,Miami,First Mile,20,80,2707.19
1/10/2020,Costco,Atlanta,First Mile,22,110,3905.92
1/10/2020,Target,Dallas,Middle Mile,38,190,1458.74
1/10/2020,Target,Seattle,Middle Mile,26,130,3235.81
1/10/2020,Target,Chicago,Middle Mile,49,245,2945.05
1/10/2020,Costco,Los Angeles,First Mile,16,80,1850.04
1/10/2020,Target,Detroit,Middle Mile,35,175,913.95
1/11/2020,Home Goods,Houston,Middle Mile,9,54,778.61
1/11/2020,Home Goods,New York,Middle Mile,5,25,453.37
1/11/2020,Home Goods,Chicago,Middle Mile,7,42,550.49
1/11/2020,Home Goods,Sacramento,Middle Mile,14,70,296.33
1/11/2020,Home Goods,Miami,Middle Mile,11,55,653.8
1/11/2020,Home Depot,Detroit,Final Mile,16,80,3166.04
1/11/2020,Home Depot,Atlanta,Final Mile,17,85,3890.55
1/11/2020,Home Depot,Miami,Final Mile,7,35,1454.83
1/11/2020,Home Depot,Milwaukee,Final Mile,8,40,1442.7
1/11/2020,Home Depot,San Diego,Final Mile,16,80,1097.26
1/11/2020,Chick-Fil-A,Detroit,Final Mile,13,65,493.1
1/11/2020,T.J. Maxx,Chicago,Middle Mile,13,65,587.22
1/11/2020,Chipotle,Detroit,Final Mile,6,24,104.96
1/11/2020,Starbucks,Houston,Middle Mile,13,65,678.88
1/11/2020,Chipotle,New York,Final Mile,14,84,1109.17
1/11/2020,Lowes,Milwaukee,Final Mile,3,15,450.39
1/11/2020,Lowes,Chicago,Final Mile,10,50,2599.87
1/11/2020,Lowes,Sacramento,Final Mile,9,45,1850.85
1/11/2020,Shein,Sacramento,Middle Mile,6,24,239.77
1/11/2020,Shein,Dallas,Middle Mile,14,98,2050.4
1/11/2020,Starbucks,San Francisco,Middle Mile,14,70,497.99
1/11/2020,Starbucks,Nashville,Middle Mile,14,70,1074.53
1/11/2020,Starbucks,Birmingham,Middle Mile,14,70,678.25
1/11/2020,Starbucks,Atlanta,Middle Mile,5,25,373.04
1/11/2020,Starbucks,Miami,Middle Mile,14,70,304.29
1/11/2020,Starbucks,Minneapolis,Middle Mile,7,35,525.81
1/11/2020,Home Depot,Nashville,Final Mile,19,114,3105.15
1/11/2020,Chipotle,San Francisco,Final Mile,12,48,348.77
1/11/2020,Costco,Nashville,First Mile,5,25,783.26
1/11/2020,Costco,Birmingham,First Mile,2,10,156.16
1/11/2020,Costco,Dallas,First Mile,5,25,537.51
1/11/2020,Amazon,Atlanta,Final Mile,16,80,1801.36
1/11/2020,Amazon,San Francisco,Final Mile,11,66,330.75
1/11/2020,Amazon,Los Angeles,Final Mile,12,60,1030.76
1/11/2020,Amazon,Houston,Final Mile,8,24,129.35
1/11/2020,Amazon,New York,Final Mile,6,24,558.06
1/11/2020,Amazon,Birmingham,Final Mile,7,28,420.33
1/11/2020,Amazon,Nashville,Final Mile,6,30,607.51
1/11/2020,Amazon,Dallas,Final Mile,16,80,1805.96
1/11/2020,Amazon,Tampa Bay,Final Mile,15,90,1003.53
1/11/2020,Amazon,Sacramento,Final Mile,5,25,564
1/11/2020,Walmart,New York,Middle Mile,14,70,308.23
1/11/2020,Walmart,Milwaukee,Middle Mile,8,40,622.81
1/11/2020,Walmart,Chicago,Middle Mile,19,57,1342.95
1/11/2020,Target,San Francisco,Middle Mile,9,45,454.81
1/11/2020,Costco,Seattle,First Mile,5,25,538.86
1/11/2020,Target,Tampa Bay,Middle Mile,9,36,147.5
1/11/2020,Target,Detroit,Middle Mile,14,70,365.58
1/11/2020,Costco,Minneapolis,First Mile,7,35,1382.27
1/11/2020,Costco,Chicago,First Mile,3,15,569.05
1/11/2020,Costco,New York,First Mile,7,35,519.95
1/11/2020,Costco,Sacramento,First Mile,4,20,319.88
1/11/2020,Costco,Los Angeles,First Mile,6,30,693.76
1/11/2020,Costco,Miami,First Mile,8,56,1895.03
1/11/2020,Target,Dallas,Middle Mile,15,75,575.82
1/11/2020,Target,Los Angeles,Middle Mile,8,40,585.37
1/11/2020,Target,Seattle,Middle Mile,10,50,1244.54
1/11/2020,Target,Sacramento,Middle Mile,15,90,688.61
1/11/2020,Costco,Milwaukee,First Mile,3,15,166.53
1/12/2020,Home Goods,Houston,Middle Mile,9,45,648.84
1/12/2020,Chipotle,Milwaukee,Final Mile,8,40,564.37
1/12/2020,Chipotle,Tampa Bay,Final Mile,8,40,441.97
1/12/2020,Chick-Fil-A,Tampa Bay,Final Mile,12,60,597.37
1/12/2020,Home Goods,Sacramento,Middle Mile,14,70,296.33
1/12/2020,Home Depot,Sacramento,Final Mile,13,65,2940.77
1/12/2020,T.J. Maxx,Chicago,Middle Mile,13,65,587.22
1/12/2020,T.J. Maxx,Seattle,Middle Mile,7,35,354.91
1/12/2020,Home Depot,Houston,Final Mile,19,95,4381.87
1/12/2020,Home Depot,Miami,Final Mile,7,35,1454.83
1/12/2020,Chipotle,New York,Final Mile,14,84,1109.17
1/12/2020,Home Depot,Dallas,Final Mile,15,75,1504.63
1/12/2020,Home Goods,San Francisco,Middle Mile,13,65,458.75
1/12/2020,Lowes,Milwaukee,Final Mile,3,9,270.23
1/12/2020,Shein,Milwaukee,Middle Mile,14,70,1615.5
1/12/2020,Lowes,Chicago,Final Mile,10,60,3119.84
1/12/2020,Lowes,Sacramento,Final Mile,9,27,1110.51
1/12/2020,Shein,Tampa Bay,Middle Mile,14,70,1608.49
1/12/2020,Shein,Nashville,Middle Mile,10,50,1084.6
1/12/2020,Shein,Detroit,Middle Mile,10,40,318.48
1/12/2020,Starbucks,San Francisco,Middle Mile,14,56,398.39
1/12/2020,Starbucks,Chicago,Middle Mile,15,90,1449.4
1/12/2020,Starbucks,New York,Middle Mile,11,55,339.01
1/12/2020,Starbucks,Nashville,Middle Mile,14,84,1289.44
1/12/2020,Starbucks,Seattle,Middle Mile,15,75,1142.35
1/12/2020,Starbucks,Atlanta,Middle Mile,5,20,298.43
1/12/2020,Starbucks,Dallas,Middle Mile,7,35,529.72
1/12/2020,Home Depot,Milwaukee,Final Mile,8,56,2019.79
1/12/2020,Starbucks,Tampa Bay,Middle Mile,6,24,103.95
1/12/2020,Lowes,Detroit,Final Mile,5,30,245.53
1/12/2020,Starbucks,Miami,Middle Mile,14,70,304.29
1/12/2020,Home Depot,San Diego,Final Mile,16,64,877.81
1/12/2020,Home Depot,Birmingham,Final Mile,5,30,2248.6
1/12/2020,Home Depot,Nashville,Final Mile,19,95,2587.63
1/12/2020,Amazon,Chicago,Final Mile,15,90,987.2
1/12/2020,Amazon,Atlanta,Final Mile,16,96,2161.64
1/12/2020,Amazon,San Francisco,Final Mile,11,66,330.75
1/12/2020,Amazon,Los Angeles,Final Mile,12,60,1030.76
1/12/2020,Amazon,San Diego,Final Mile,16,80,537.05
1/12/2020,Amazon,Houston,Final Mile,8,40,215.58
1/12/2020,Amazon,New York,Final Mile,6,30,697.58
1/12/2020,Amazon,Nashville,Final Mile,6,24,486.01
1/12/2020,Amazon,Minneapolis,Final Mile,11,66,1357.79
1/12/2020,Amazon,Dallas,Final Mile,16,80,1805.96
1/12/2020,Amazon,Sacramento,Final Mile,5,25,564
1/12/2020,Walmart,New York,Middle Mile,14,56,246.59
1/12/2020,Walmart,Milwaukee,Middle Mile,8,32,498.25
1/12/2020,Amazon,Birmingham,Final Mile,7,42,630.49
1/12/2020,Target,Atlanta,Middle Mile,14,70,592.46
1/12/2020,Walmart,Chicago,Middle Mile,19,95,2238.24
1/12/2020,Costco,San Diego,First Mile,9,45,998.11
1/12/2020,Costco,Houston,First Mile,4,20,281.73
1/12/2020,Costco,Los Angeles,First Mile,6,30,693.76
1/12/2020,Costco,San Francisco,First Mile,4,12,426.88
1/12/2020,Target,Dallas,Middle Mile,15,75,575.82
1/12/2020,Target,Los Angeles,Middle Mile,8,40,585.37
1/12/2020,Costco,Seattle,First Mile,5,30,646.64
1/12/2020,Target,Chicago,Middle Mile,19,95,1141.96
1/12/2020,Target,Nashville,Middle Mile,16,96,1186.3
1/12/2020,Target,Tampa Bay,Middle Mile,9,45,184.38
1/12/2020,Target,Detroit,Middle Mile,14,56,292.47
1/12/2020,Target,Milwaukee,Middle Mile,17,68,477.76
1/12/2020,Target,Seattle,Middle Mile,10,40,995.63
1/13/2020,Chipotle,San Francisco,Final Mile,62,310,2252.49
1/13/2020,Chipotle,Atlanta,Final Mile,34,170,2905.39
1/13/2020,Chipotle,Tampa Bay,Final Mile,42,210,2320.35
1/13/2020,Chipotle,Dallas,Final Mile,37,185,2515.85
1/13/2020,Chipotle,Seattle,Final Mile,89,445,2158.29
1/13/2020,Chick-Fil-A,Houston,Final Mile,63,315,4424.78
1/13/2020,Home Depot,Chicago,Final Mile,87,435,31748.37
1/13/2020,T.J. Maxx,Seattle,Middle Mile,37,148,1500.78
1/13/2020,Home Depot,San Francisco,Final Mile,56,224,16178.54
1/13/2020,Home Depot,Miami,Final Mile,37,185,7689.83
1/13/2020,Starbucks,Sacramento,Middle Mile,31,155,1332.33
1/13/2020,Home Depot,San Diego,Final Mile,81,405,5554.88
1/13/2020,Home Goods,Tampa Bay,Middle Mile,41,205,1716.88
1/13/2020,Lowes,Sacramento,Final Mile,46,230,9459.88
1/13/2020,Home Depot,Birmingham,Final Mile,28,140,10493.47
1/13/2020,Shein,Tampa Bay,Middle Mile,71,355,8157.36
1/13/2020,Shein,New York,Middle Mile,35,140,2775.45
1/13/2020,Shein,Chicago,Middle Mile,52,312,4228.77
1/13/2020,Shein,Nashville,Middle Mile,52,260,5639.89
1/13/2020,Shein,Dallas,Middle Mile,73,365,7636.69
1/13/2020,Shein,Milwaukee,Middle Mile,72,360,8308.29
1/13/2020,Starbucks,Seattle,Middle Mile,76,456,6945.47
1/13/2020,Starbucks,Birmingham,Middle Mile,73,438,4243.91
1/13/2020,Starbucks,Detroit,Middle Mile,26,104,1685.87
1/13/2020,Starbucks,Miami,Middle Mile,73,292,1269.33
1/13/2020,Starbucks,San Diego,Middle Mile,72,360,6313.12
1/13/2020,Starbucks,Tampa Bay,Middle Mile,33,165,714.66
1/13/2020,Starbucks,Milwaukee,Middle Mile,64,320,2768.19
1/13/2020,Shein,Houston,Middle Mile,27,135,1507.3
1/13/2020,Costco,Nashville,First Mile,29,174,5451.49
1/13/2020,Home Depot,Dallas,Final Mile,78,390,7824.1
1/13/2020,Costco,Detroit,First Mile,15,75,1566.29
1/13/2020,Amazon,Chicago,Final Mile,77,385,4223.02
1/13/2020,Amazon,Atlanta,Final Mile,83,415,9344.58
1/13/2020,Amazon,Los Angeles,Final Mile,62,310,5325.62
1/13/2020,Amazon,Houston,Final Mile,42,210,1131.8
1/13/2020,Amazon,New York,Final Mile,33,165,3836.67
1/13/2020,Amazon,Birmingham,Final Mile,38,190,2852.23
1/13/2020,Amazon,Nashville,Final Mile,31,186,3766.54
1/13/2020,Amazon,Minneapolis,Final Mile,56,224,4608.25
1/13/2020,Amazon,Dallas,Final Mile,81,405,9142.65
1/13/2020,Amazon,Tampa Bay,Final Mile,75,375,4181.36
1/13/2020,Amazon,Sacramento,Final Mile,25,125,2820.02
1/13/2020,Walmart,New York,Middle Mile,72,360,1585.2
1/13/2020,Walmart,Milwaukee,Middle Mile,40,160,2491.24
1/13/2020,Target,San Francisco,Middle Mile,46,230,2324.59
1/13/2020,Costco,Seattle,First Mile,27,135,2909.86
1/13/2020,Target,Tampa Bay,Middle Mile,45,225,921.9
1/13/2020,Costco,Dallas,First Mile,28,140,3010.03
1/13/2020,Costco,Minneapolis,First Mile,36,180,7108.79
1/13/2020,Costco,San Diego,First Mile,46,230,5101.44
1/13/2020,Costco,New York,First Mile,36,108,1604.4
1/13/2020,Costco,Sacramento,First Mile,22,132,2111.18
1/13/2020,Costco,Birmingham,First Mile,14,84,1311.76
1/13/2020,Target,Dallas,Middle Mile,76,380,2917.48
1/13/2020,Target,Seattle,Middle Mile,53,212,5276.86
1/13/2020,Target,Chicago,Middle Mile,99,396,4760.16
1/13/2020,Target,Sacramento,Middle Mile,79,395,3022.22
1/13/2020,Target,Nashville,Middle Mile,81,486,6005.62
1/13/2020,Costco,San Francisco,First Mile,24,96,3415.06
1/13/2020,Target,Detroit,Middle Mile,70,350,1827.91
1/14/2020,Chick-Fil-A,Los Angeles,Final Mile,39,156,2338.07
1/14/2020,Chipotle,New York,Final Mile,73,292,3855.67
1/14/2020,Chipotle,Atlanta,Final Mile,34,170,2905.39
1/14/2020,Chipotle,Seattle,Final Mile,89,445,2158.29
1/14/2020,Chick-Fil-A,San Francisco,Final Mile,27,135,1231.42
1/14/2020,Home Depot,Chicago,Final Mile,87,348,25398.7
1/14/2020,Home Goods,Tampa Bay,Middle Mile,41,205,1716.88
1/14/2020,Home Goods,Miami,Middle Mile,59,354,4208.11
1/14/2020,T.J. Maxx,Los Angeles,Middle Mile,86,430,2102.35
1/14/2020,Home Depot,San Francisco,Final Mile,56,280,20223.18
1/14/2020,Home Depot,Houston,Final Mile,99,495,22831.85
1/14/2020,Lowes,Detroit,Final Mile,25,100,818.44
1/14/2020,Chick-Fil-A,Tampa Bay,Final Mile,61,305,3036.65
1/14/2020,Lowes,Chicago,Final Mile,52,312,16223.19
1/14/2020,Shein,Detroit,Middle Mile,54,270,2149.71
1/14/2020,Shein,Houston,Middle Mile,27,135,1507.3
1/14/2020,Shein,Tampa Bay,Middle Mile,71,355,8157.36
1/14/2020,Shein,New York,Middle Mile,35,175,3469.31
1/14/2020,Shein,Chicago,Middle Mile,52,260,3523.97
1/14/2020,Home Depot,Tampa Bay,Final Mile,47,235,17147.04
1/14/2020,Starbucks,Houston,Middle Mile,69,345,3603.26
1/14/2020,Starbucks,San Francisco,Middle Mile,72,360,2561.07
1/14/2020,Starbucks,Chicago,Middle Mile,76,380,6119.7
1/14/2020,Starbucks,Atlanta,Middle Mile,26,130,1939.81
1/14/2020,Starbucks,Detroit,Middle Mile,26,130,2107.34
1/14/2020,Starbucks,Miami,Middle Mile,73,365,1586.66
1/14/2020,Starbucks,Tampa Bay,Middle Mile,33,198,857.6
1/14/2020,Starbucks,Minneapolis,Middle Mile,36,180,2704.18
1/14/2020,Starbucks,Milwaukee,Middle Mile,64,320,2768.19
1/14/2020,Lowes,Sacramento,Final Mile,46,230,9459.88
1/14/2020,Costco,Seattle,First Mile,27,135,2909.86
1/14/2020,Chick-Fil-A,Houston,Final Mile,63,315,4424.78
1/14/2020,Costco,Minneapolis,First Mile,36,180,7108.79
1/14/2020,Walmart,Milwaukee,Middle Mile,40,200,3114.05
1/14/2020,Walmart,New York,Middle Mile,72,360,1585.2
1/14/2020,Amazon,Sacramento,Final Mile,25,125,2820.02
1/14/2020,Amazon,Tampa Bay,Final Mile,75,525,5853.9
1/14/2020,Amazon,Dallas,Final Mile,81,405,9142.65
1/14/2020,Amazon,Minneapolis,Final Mile,56,336,6912.37
1/14/2020,Walmart,Chicago,Middle Mile,96,480,11309.01
1/14/2020,Amazon,Nashville,Final Mile,31,155,3138.78
1/14/2020,Amazon,San Diego,Final Mile,82,410,2752.36
1/14/2020,Amazon,Los Angeles,Final Mile,62,248,4260.49
1/14/2020,Amazon,San Francisco,Final Mile,55,275,1378.15
1/14/2020,Amazon,Atlanta,Final Mile,83,415,9344.58
1/14/2020,Amazon,Chicago,Final Mile,77,385,4223.02
1/14/2020,Costco,Dallas,First Mile,28,140,3010.03
1/14/2020,Amazon,New York,Final Mile,33,132,3069.34
1/14/2020,Target,Atlanta,Middle Mile,72,360,3046.96
1/14/2020,Home Depot,Los Angeles,Final Mile,94,470,30627.65
1/14/2020,Target,Detroit,Middle Mile,70,490,2559.07
1/14/2020,Target,Milwaukee,Middle Mile,87,435,3056.27
1/14/2020,Costco,New York,First Mile,36,180,2674
1/14/2020,Costco,Los Angeles,First Mile,33,165,3815.7
1/14/2020,Costco,Milwaukee,First Mile,19,95,1054.67
1/14/2020,Costco,Miami,First Mile,40,200,6767.98
1/14/2020,Costco,Atlanta,First Mile,45,225,7989.37
1/14/2020,Costco,Houston,First Mile,21,84,1183.28
1/14/2020,Target,Los Angeles,Middle Mile,44,220,3219.52
1/14/2020,Target,Seattle,Middle Mile,53,318,7915.29
1/14/2020,Target,Chicago,Middle Mile,99,495,5950.2
1/14/2020,Target,Sacramento,Middle Mile,79,395,3022.22
1/14/2020,Target,Nashville,Middle Mile,81,486,6005.62
1/14/2020,Target,Tampa Bay,Middle Mile,45,225,921.9
1/14/2020,Target,Dallas,Middle Mile,76,456,3500.98
1/15/2020,Chick-Fil-A,San Francisco,Final Mile,13,65,592.9
1/15/2020,Chick-Fil-A,Los Angeles,Final Mile,19,95,1423.83
1/15/2020,Home Goods,Birmingham,Middle Mile,32,160,1119.75
1/15/2020,Home Goods,Los Angeles,Middle Mile,30,150,1519.02
1/15/2020,Home Goods,Detroit,Middle Mile,41,205,1326.84
1/15/2020,Home Goods,Chicago,Middle Mile,18,90,1179.61
1/15/2020,Home Depot,San Francisco,Final Mile,28,140,10111.59
1/15/2020,T.J. Maxx,Los Angeles,Middle Mile,43,258,1261.41
1/15/2020,Home Depot,Detroit,Final Mile,41,205,8112.99
1/15/2020,Home Depot,Miami,Final Mile,18,90,3741
1/15/2020,Home Depot,San Diego,Final Mile,40,200,2743.15
1/15/2020,Chipotle,Dallas,Final Mile,18,72,979.14
1/15/2020,Home Depot,Nashville,Final Mile,49,245,6673.36
1/15/2020,Home Depot,Birmingham,Final Mile,14,98,7345.43
1/15/2020,Home Goods,San Francisco,Middle Mile,34,204,1439.76
1/15/2020,Chipotle,San Francisco,Final Mile,31,186,1351.49
1/15/2020,Shein,Tampa Bay,Middle Mile,35,245,5629.73
1/15/2020,Chipotle,Milwaukee,Final Mile,22,110,1552.02
1/15/2020,Costco,Detroit,First Mile,7,35,730.94
1/15/2020,Starbucks,Detroit,Middle Mile,13,78,1264.41
1/15/2020,Starbucks,Birmingham,Middle Mile,36,180,1744.07
1/15/2020,Starbucks,Nashville,Middle Mile,36,180,2763.09
1/15/2020,Starbucks,New York,Middle Mile,28,168,1035.51
1/15/2020,Starbucks,Chicago,Middle Mile,38,190,3059.85
1/15/2020,Chipotle,Miami,Final Mile,12,72,1209.55
1/15/2020,Shein,Milwaukee,Middle Mile,36,180,4154.14
1/15/2020,Shein,Sacramento,Middle Mile,16,80,799.25
